City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,digapahandi,19.3667,84.5833,25.02,93,100,1.41,IN,1690918252
284,sao joao da barra,-21.6403,-41.0511,25.05,68,20,4.07,BR,1690918123
285,chania,35.5122,24.0156,27.78,69,0,0.0,GR,1690918253
286,islamorada,24.9243,-80.6278,32.22,77,100,0.89,US,1690918215
287,puerto san jose,13.9256,-90.8244,31.74,60,100,3.81,GT,1690918253
288,tindouf,27.6711,-8.1474,45.25,6,20,2.06,DZ,1690918253
289,placido de castro,-10.3353,-67.1856,37.37,21,51,0.29,BR,1690918253
290,mejit,10.2753,170.8646,27.43,80,98,6.26,MH,1690918255
291,saipan,15.1355,145.701,27.39,100,0,0.0,MP,1690918255
292,aasiaat,68.7098,-52.8699,3.36,93,84,2.62,GL,1690918255
293,baharly,38.4362,57.4316,34.69,20,3,1.56,TM,1690918255
294,bereket,39.2446,55.5154,30.65,47,0,3.06,TM,1690918256
295,galliano,29.4422,-90.2992,36.11,49,0,1.54,US,1690918256
296,alofi,-19.0595,-169.9187,19.94,88,100,7.72,NU,1690918256
297,bokajan,26.0167,93.7833,25.73,94,100,1.69,IN,1690918256
298,kaohsiung,22.6163,120.3133,28.35,87,75,3.6,TW,1690918033
299,bubaque,11.2833,-15.8333,26.76,81,100,8.77,GW,1690918257
300,san agustin de valle fertil,-30.6335,-67.4682,28.28,17,2,3.06,AR,1690918257
301,konongo,6.6167,-1.2167,22.37,99,100,1.4,GH,1690918257
302,ain sefra,32.75,-0.5833,31.78,7,0,3.85,DZ,1690918258
303,tripoli,32.8752,13.1875,27.98,73,0,5.15,LY,1690917981
304,ulsteinvik,62.3432,5.8487,17.17,90,91,0.89,NO,1690918258
305,bathurst,-33.4166,149.5806,4.9,90,16,3.09,AU,1690918258
306,page,36.9147,-111.4558,29.88,40,0,3.6,US,1690918258
307,kenai,60.5544,-151.2583,18.05,79,0,2.57,US,1690918105
308,eirunepe,-6.6603,-69.8736,36.03,27,60,1.21,BR,1690918258
309,beloyarskiy,63.7119,66.6722,14.79,85,25,2.15,RU,1690918259
310,khotyn,48.4833,26.5,20.2,62,52,3.06,UA,1690918259
311,seydi,39.4816,62.9137,31.97,22,0,5.72,TM,1690918259
312,al qusayr,34.5091,36.5798,24.96,71,0,2.07,SY,1690918259
313,mil'kovo,55.6078,37.7956,21.14,84,100,2.13,RU,1690918259
314,zhangye,38.9342,100.4517,22.66,56,100,2.36,CN,1690918259
315,oriximina,-1.7656,-55.8661,32.54,43,63,1.49,BR,1690918259
316,haimen,23.1935,116.6142,24.94,83,61,1.29,CN,1690918260
317,eunice,30.4944,-92.4176,37.11,32,100,1.95,US,1690918260
318,rio preto da eva,-2.6994,-59.6997,34.81,35,95,0.98,BR,1690918260
319,grand falls-windsor,48.9332,-55.6649,23.06,61,46,5.12,CA,1690918260
320,polyarnyy,69.1989,33.4478,13.66,98,86,0.98,RU,1690918260
321,chiang mai,18.75,99.0,26.52,90,75,1.54,TH,1690918260
322,bechem,7.0903,-2.025,22.24,98,100,0.54,GH,1690918261
323,pampa,35.5362,-100.9599,38.53,23,100,7.31,US,1690918261
324,hithadhoo,-0.6,73.0833,27.58,73,82,1.56,MV,1690918261
325,lom sak,16.7798,101.2422,24.27,94,100,1.4,TH,1690918261
326,usinsk,65.9939,57.5281,15.99,77,0,3.95,RU,1690918261
327,darwin,-12.4611,130.8418,20.99,88,100,1.54,AU,1690918262
328,abepura,-2.6333,140.5833,25.45,83,20,0.0,ID,1690918262
329,khalkhal,37.6189,48.5258,20.51,65,0,0.73,IR,1690918262
330,sungai penuh,-2.0833,101.3833,17.43,96,96,0.39,ID,1690918262
331,palmer,42.1584,-72.3287,25.08,43,75,5.66,US,1690918263
332,messaad,34.1543,3.5031,32.25,14,0,4.21,DZ,1690918263
333,pyapon,16.2833,95.6833,26.41,89,100,5.06,MM,1690918263
334,katsuura,35.1333,140.3,25.51,92,40,4.17,JP,1690918264
335,magadan,59.5667,150.8,11.61,79,49,3.98,RU,1690918078
336,san andres,12.5847,-81.7006,28.01,89,75,4.12,CO,1690918264
337,doaba,33.4244,70.7364,31.2,48,0,1.34,PK,1690918264
338,ras el aioun,35.6738,5.6453,28.97,35,0,4.37,DZ,1690918264
339,villa ojo de agua,-29.5,-63.6938,32.01,22,0,8.38,AR,1690918264
340,kerikeri,-35.2268,173.9474,12.17,90,18,0.89,NZ,1690918265
341,sinan,34.8262,126.1086,26.06,82,61,2.68,KR,1690918265
342,lata,40.1629,-8.3327,21.01,94,22,2.34,PT,1690918265
343,ust'-ilimsk,58.0006,102.6619,15.79,92,5,0.57,RU,1690918265
344,les avirons,-21.2418,55.3394,20.03,83,0,2.06,RE,1690918265
345,tete,-16.1564,33.5867,24.05,60,40,9.77,MZ,1690918266
346,fort mcmurray,56.7268,-111.381,18.77,88,75,4.63,CA,1690918266
347,charcas,23.1333,-101.1167,25.74,35,39,4.32,MX,1690918006
348,ovalle,-30.5983,-71.2003,29.54,26,2,2.25,CL,1690918266
349,kruisfontein,-34.0033,24.7314,8.27,85,32,1.77,ZA,1690918266
350,evian-les-bains,46.4011,6.5879,20.08,79,93,0.45,FR,1690918267
351,igarka,67.4667,86.5833,18.97,66,0,3.16,RU,1690918267
352,lukolela,-1.0605,17.1821,25.05,54,7,1.5,CD,1690918267
353,kidal,18.4411,1.4078,38.15,21,9,6.72,ML,1690918267
354,queenstown,-31.8976,26.8753,5.84,66,8,1.14,ZA,1690918267
355,bichura,50.5881,107.6022,19.42,94,100,1.16,RU,1690918267
356,sakleshpur,12.9667,75.7833,19.02,93,100,4.76,IN,1690918268
357,zaozersk,69.4005,32.4476,12.96,97,37,1.21,RU,1690918268
358,al hazm,16.1641,44.7769,29.08,41,99,4.3,YE,1690918268
359,chibougamau,49.9168,-74.3659,16.79,48,100,4.12,CA,1690918268
360,el chorrillo,-33.2909,-66.268,26.11,28,0,2.35,AR,1690918269
361,susuman,62.7833,148.1667,9.96,71,95,1.79,RU,1690918269
362,cooranbong,-33.0833,151.4333,13.57,83,78,1.38,AU,1690918269
363,dryden,49.7833,-92.7503,22.16,73,40,6.17,CA,1690918269
364,key west,24.5557,-81.7826,33.0,70,75,3.09,US,1690917981
365,abu dhabi,24.4667,54.3667,35.53,58,0,1.03,AE,1690918269
366,koungou,-12.7336,45.2042,23.84,83,0,3.6,YT,1690918270
367,eregli,37.5133,34.0467,24.33,38,0,1.66,TR,1690918270
368,cannonvale,-20.2833,148.7,20.66,79,1,6.84,AU,1690918270
369,sao felix do xingu,-6.6447,-51.995,36.1,25,42,2.84,BR,1690918270
370,kuta,-8.7233,115.1723,25.0,88,20,3.6,ID,1690918066
371,acapulco de juarez,16.8634,-99.8901,30.9,66,75,5.14,MX,1690918271
372,hun,29.1268,15.9477,32.76,21,0,3.82,LY,1690918271
373,baise city,23.8997,106.6133,25.5,97,100,0.77,CN,1690918271
374,zinjibar,13.1287,45.3807,31.77,56,100,3.43,YE,1690918271
375,kropachevo,55.0112,57.9896,15.06,90,0,1.39,RU,1690918271
376,ditrau,46.8167,25.5167,15.36,75,100,0.69,RO,1690918272
377,bakanas,44.8081,76.2772,30.89,21,57,3.06,KZ,1690918272
378,rolla,37.9514,-91.7713,26.08,88,40,3.6,US,1690918272
379,noumea,-22.2763,166.4572,19.44,99,12,5.15,NC,1690917574
380,sliven,42.6858,26.3292,25.2,74,0,2.03,BG,1690918272
381,kenora,49.8167,-94.4337,22.54,83,75,4.12,CA,1690918272
382,rio grande,-32.035,-52.0986,27.06,88,0,3.2,BR,1690918272
383,kandahar,31.0,65.75,29.56,10,0,4.69,AF,1690918273
384,kimbe,-5.5502,150.1429,25.25,84,100,3.91,PG,1690918273
385,kourou,5.1552,-52.6478,26.03,68,8,3.2,GF,1690918273
386,tsiombe,-25.3,45.4833,16.77,75,48,2.51,MG,1690918273
387,margate,51.3813,1.3862,17.72,75,100,4.02,GB,1690918273
388,hotan,37.0997,79.9269,27.88,23,10,3.73,CN,1690918273
389,falkenberg,56.9055,12.4912,15.08,100,100,2.2,SE,1690918274
390,lobujya,27.95,86.8167,5.0,90,100,0.91,NP,1690918274
391,mersa matruh,31.3525,27.2453,28.11,65,0,3.09,EG,1690918274
392,figuig (centre),32.1089,-1.2286,36.15,10,17,2.72,MA,1690918274
393,sonseca,39.6775,-3.9745,31.77,18,0,2.05,ES,1690918274
394,dunedin,-45.8742,170.5036,6.0,63,99,11.62,NZ,1690918137
395,bairnsdale,-37.8333,147.6167,5.03,94,7,1.37,AU,1690918274
396,dembi dolo,8.5333,34.8,14.25,95,100,0.88,ET,1690918275
397,troitsk,54.0979,61.5773,15.01,94,98,0.45,RU,1690918275
398,leesville,31.1435,-93.261,39.24,34,0,3.09,US,1690918111
399,miles city,46.4083,-105.8406,34.54,26,0,3.43,US,1690918275
400,sinabang,2.4803,96.3801,25.32,85,100,0.82,ID,1690918275
401,lodja,-3.4833,23.4333,25.45,27,44,0.71,CD,1690918275
402,chilca,-12.5211,-76.7372,19.87,78,44,3.59,PE,1690918275
403,kalianget,-7.05,113.9333,26.01,79,100,5.1,ID,1690918276
404,novodvinsk,64.4165,40.8122,16.21,96,97,1.1,RU,1690918276
405,grivenskaya,45.6473,38.176,22.51,81,58,4.58,RU,1690918276
406,eagle mountain,40.3141,-112.0069,30.94,24,100,3.19,US,1690918189
407,carnarvon,-24.8667,113.6333,19.43,70,14,5.26,AU,1690918276
408,larache,35.1932,-6.1557,21.98,75,0,3.0,MA,1690918276
409,san rafael del yuma,18.4299,-68.6739,32.11,57,50,4.7,DO,1690918277
410,eenhana,-17.4667,16.3333,13.49,10,0,3.6,NA,1690918277
411,nasarawa,8.5294,7.7242,23.87,93,100,3.29,NG,1690918277
412,nova russas,-4.7067,-40.5631,34.54,22,70,2.3,BR,1690918278
413,turabah,21.2141,41.6331,28.34,17,9,5.85,SA,1690918279
414,ngaoundere,7.3167,13.5833,18.48,95,100,1.5,CM,1690918279
415,arauca,7.0847,-70.7591,29.98,58,20,2.06,CO,1690918279
416,padang,-0.9492,100.3543,24.03,89,100,2.8,ID,1690918013
417,galappo,-4.2667,35.85,16.16,76,8,2.82,TZ,1690918279
418,cody,44.5263,-109.0565,32.17,39,0,6.17,US,1690918280
419,barcelos,41.5388,-8.6151,24.4,95,7,2.0,PT,1690918280
420,leninskoye,41.7589,69.3864,26.58,30,2,3.33,KZ,1690918280
421,tura,25.5198,90.2201,24.87,88,100,3.93,IN,1690918280
422,hengchun,22.0042,120.7439,27.76,86,73,9.32,TW,1690918280
423,la passe,45.5549,-0.8967,22.13,83,58,5.14,FR,1690918281
424,massenya,11.4039,16.1705,26.42,72,63,3.87,TD,1690918281
425,eraan,9.0629,117.7016,25.94,83,67,3.05,PH,1690918281
426,omdurman,15.6445,32.4777,31.4,48,100,4.07,SD,1690918281
427,manturovo,58.3353,44.7619,16.03,79,32,1.48,RU,1690918282
428,carutapera,-1.195,-46.02,27.64,74,48,4.34,BR,1690918282
429,marang,5.2056,103.2059,25.95,87,40,1.57,MY,1690918282
430,champerico,14.3,-91.9167,35.3,67,100,3.85,GT,1690918282
431,san juan,-31.5375,-68.5364,27.35,14,0,4.46,AR,1690918257
432,nabire,-3.3667,135.4833,24.31,94,100,1.61,ID,1690918283
433,pathein,16.7833,94.7333,26.52,88,100,5.44,MM,1690918283
434,colares,38.7992,-9.4469,25.61,82,75,7.6,PT,1690918283
435,sao tome,0.3365,6.7273,23.33,80,36,3.54,ST,1690918283
436,plettenberg bay,-34.0527,23.3716,10.93,72,62,2.19,ZA,1690918283
437,rhinelander,45.6366,-89.4121,25.97,50,0,2.57,US,1690918214
438,kyshtovka,56.555,76.6271,16.0,95,83,2.11,RU,1690918284
439,sevastopol,44.6,33.5333,23.89,57,88,1.65,UA,1690918240
440,mili,6.0815,171.735,27.86,75,34,1.18,MH,1690918284
441,guantanamo,20.1444,-75.2092,32.76,60,100,4.67,CU,1690918284
442,al kharijah,25.4514,30.5464,33.36,15,0,3.73,EG,1690918284
443,ambam,2.3833,11.2833,20.55,98,27,1.76,CM,1690918285
444,den burg,53.0542,4.7972,17.22,79,40,6.69,NL,1690918285
445,ljusdal,61.8288,16.0913,12.55,98,91,1.78,SE,1690918285
446,portland,45.5234,-122.6762,28.16,49,0,3.6,US,1690917656
447,kill devil hills,36.0307,-75.676,29.0,66,0,6.69,US,1690917684
448,shache,38.4167,77.2406,27.49,23,0,2.71,CN,1690918285
449,south boston,42.3334,-71.0495,26.03,41,40,5.66,US,1690918285
450,ancud,-41.8697,-73.8203,8.88,76,98,7.98,CL,1690918286
451,dire dawa,9.5931,41.8661,23.48,69,100,7.04,ET,1690918286
452,prince rupert,54.3161,-130.3201,17.05,82,75,2.06,CA,1690918286
453,porvoo,60.3923,25.6651,18.46,92,100,3.38,FI,1690918286
454,san luis de la loma,17.2706,-100.8939,32.23,57,100,3.15,MX,1690918286
455,mirny,62.5353,113.9611,10.22,64,5,0.82,RU,1690918287
456,princeville,45.7668,-61.2985,22.17,73,100,4.12,CA,1690918287
457,quibdo,5.6947,-76.6611,32.19,66,75,1.54,CO,1690918201
458,wang nam yen,13.5033,102.1812,25.62,82,100,5.66,TH,1690918287
459,kismayo,-0.3582,42.5454,24.91,83,96,7.02,SO,1690918287
460,fortaleza,-3.7227,-38.5247,29.07,65,0,6.69,BR,1690918038
461,zhangjiagang,31.865,120.5389,27.17,99,15,0.45,CN,1690918288
462,bowen,-20.0167,148.2333,18.89,85,18,5.48,AU,1690918288
463,ketchikan,55.3422,-131.6461,16.26,82,100,4.63,US,1690918211
464,nelson bay,-32.7167,152.15,13.33,92,42,1.34,AU,1690918289
465,burang,30.25,81.1667,11.31,83,70,1.72,CN,1690918289
466,machico,32.7,-16.7667,25.4,78,20,5.66,PT,1690918289
467,maintirano,-18.0667,44.0167,23.25,66,0,7.49,MG,1690918289
468,sierra grande,-41.606,-65.3557,16.53,21,38,9.98,AR,1690918290
469,fort bragg,35.139,-79.006,32.33,55,75,4.12,US,1690918290
470,kedrovyy,56.1667,91.8167,15.23,77,100,1.06,RU,1690918290
471,hranice,49.548,17.7347,18.07,96,100,3.67,CZ,1690918290
472,hemsby,52.6971,1.6918,19.43,77,89,1.97,GB,1690918290
473,katabu,-4.9333,122.5167,23.16,90,0,1.84,ID,1690918291
474,suva,-18.1416,178.4415,19.71,94,75,0.0,FJ,1690918291
475,atherton,53.5237,-2.4935,18.19,75,71,1.05,GB,1690918291
476,malanje,-9.5402,16.341,22.48,22,79,1.57,AO,1690918291
477,mantua,45.1667,10.7833,26.58,78,49,0.45,IT,1690918292
478,badr hunayn,23.7829,38.7905,31.43,32,0,0.16,SA,1690918292
479,chanika,-5.4167,38.0167,18.28,90,69,2.19,TZ,1690918292
480,nizhneangarsk,55.7833,109.55,15.7,74,100,3.11,RU,1690918292
481,kipushi,-11.7667,27.2333,17.18,39,2,2.42,CD,1690918292
482,sechura,-5.5569,-80.8222,26.86,59,60,6.89,PE,1690918292
483,ndioum,16.5129,-14.6471,32.94,40,25,5.81,SN,1690918293
484,khadan khak,30.7477,67.7085,24.95,41,0,2.87,PK,1690918293
485,tual,-5.6667,132.75,26.07,81,14,9.09,ID,1690918293
486,newman,37.3138,-121.0208,34.02,12,100,2.35,US,1690918293
487,klaksvik,62.2266,-6.589,11.51,81,100,7.06,FO,1690918293
488,sao jose da coroa grande,-8.8978,-35.1478,25.03,82,3,3.37,BR,1690918294
489,revda,56.801,59.9303,14.75,94,50,0.62,RU,1690918294
490,kendari,-3.945,122.4989,22.66,93,7,1.16,ID,1690918299
491,santa ana,33.7456,-117.8678,35.23,62,75,4.12,US,1690918124
492,krasnoshchekovo,51.6708,82.7289,18.17,68,0,1.93,RU,1690918299
493,angaur state,6.906,134.13,27.79,75,38,2.08,PW,1690918300
494,paramonga,-10.6667,-77.8333,21.71,71,7,4.64,PE,1690918300
495,kapuskasing,49.4169,-82.4331,22.05,33,40,2.57,CA,1690918300
496,saynshand,44.8824,110.1163,27.43,51,6,1.76,MN,1690918301
497,uruguaiana,-29.7547,-57.0883,29.96,58,0,2.06,BR,1690918301
498,san juan de miraflores,-12.1629,-76.9635,21.29,74,35,4.23,PE,1690918301
499,nyurba,63.2842,118.3319,9.67,74,41,1.17,RU,1690918302
500,riyadh,24.6877,46.7219,36.08,11,6,4.0,SA,1690918203
501,black point,-34.6187,137.8972,10.47,75,0,4.36,AU,1690918302
502,yuzhno-kurilsk,44.0306,145.8556,15.95,99,100,3.11,RU,1690918302
503,askoy,60.4092,5.226,18.86,44,75,4.12,NO,1690918302
504,bukama,-9.2,25.85,24.01,27,98,1.66,CD,1690918302
505,tallulah,32.4085,-91.1868,37.03,49,0,1.54,US,1690918303
506,touros,-5.1989,-35.4608,25.89,79,0,6.92,BR,1690918303
507,cascais,38.6979,-9.4215,25.7,82,75,7.6,PT,1690918303
508,el calafate,-50.3408,-72.2768,1.81,92,100,0.19,AR,1690918303
509,pauini,-7.7136,-66.9764,37.6,22,37,0.78,BR,1690918303
510,trondheim,63.4305,10.3951,19.03,78,76,0.53,NO,1690918018
511,chui,-33.6971,-53.4616,20.94,78,0,2.51,UY,1690918304
512,kemijarvi,66.7131,27.4306,14.78,92,100,1.97,FI,1690918304
513,coron,11.9986,120.2043,27.13,80,98,5.27,PH,1690918304
514,namtsy,62.7161,129.6658,11.5,85,100,0.77,RU,1690918304
515,colonia,50.9333,6.95,18.81,77,0,3.6,DE,1690918199
516,buldana,20.5333,76.1833,22.82,84,99,5.97,IN,1690918305
517,la tuque,47.4334,-72.7824,19.14,45,99,4.12,CA,1690918209
518,smithers,54.7804,-127.1743,17.18,59,75,2.06,CA,1690918305
519,golhisar,37.1459,29.5088,21.82,48,19,1.5,TR,1690918305
520,gebeit,21.0667,36.3167,31.8,19,9,2.39,SD,1690918305
521,antonio enes,-16.2325,39.9086,22.63,71,0,4.98,MZ,1690918305
522,perevolotskiy,51.8763,54.1938,18.74,63,5,0.94,RU,1690918305
523,luang prabang,19.8856,102.1347,24.11,100,100,1.19,LA,1690918305
524,bontang,0.1333,117.5,24.7,91,20,3.02,ID,1690918306
525,inirida,3.8653,-67.9239,28.19,77,86,0.78,CO,1690918306
526,jalai nur,49.45,117.7,20.35,65,24,0.74,CN,1690918306
527,vallenar,-28.5708,-70.7581,28.52,23,1,3.16,CL,1690918306
528,paoy paet,13.6561,102.5625,25.55,84,100,4.71,KH,1690918306
529,dabakala,8.3667,-4.4333,24.31,90,86,1.63,CI,1690918307
530,ghugus,19.9333,79.1333,26.26,82,100,5.63,IN,1690918307
531,cidreira,-30.1811,-50.2056,19.38,77,0,4.06,BR,1690918017
532,moussoro,13.6408,16.4901,32.16,42,0,3.93,TD,1690918307
533,jinchang,38.4953,102.1739,24.53,47,98,1.45,CN,1690918307
534,satara,17.6833,73.9833,21.37,92,100,4.99,IN,1690918012
535,whakatane,-37.9585,176.9854,14.17,89,42,6.71,NZ,1690918307
536,norderney,53.7,7.15,17.21,87,96,9.55,DE,1690918308
537,zabaykal'sk,49.6333,117.3167,20.99,58,7,0.62,RU,1690918308
538,alaghsas,17.0187,8.0168,30.39,42,100,4.42,NE,1690918308
539,goondiwindi,-28.55,150.3167,11.18,90,0,4.06,AU,1690918308
540,qarqaraly,49.4058,75.4742,19.73,53,72,2.26,KZ,1690918308
541,anloga,5.7947,0.8973,24.99,86,100,6.49,GH,1690918308
542,tambopata,-12.7333,-69.1833,31.94,55,20,1.54,PE,1690918309
543,mumbwa,-14.9783,27.0619,20.4,45,64,4.01,ZM,1690918309
544,obock,12.25,43.0833,30.26,42,100,8.24,DJ,1690918309
545,shalqar,47.8333,59.6,27.6,27,0,1.38,KZ,1690918309
546,kiruna,67.8557,20.2251,12.51,94,100,3.09,SE,1690918314
547,egilsstadir,65.2653,-14.3948,11.95,71,75,7.2,IS,1690918314
548,maragogi,-9.0122,-35.2225,24.81,84,2,3.22,BR,1690918315
549,acworth,34.0659,-84.6769,34.93,42,75,2.06,US,1690918315
550,la ronge,55.1001,-105.2842,24.12,50,75,8.23,CA,1690918315
551,turkmenbasy,40.0222,52.9552,25.43,73,0,4.12,TM,1690918315
552,huangshi,30.2042,115.0776,25.62,88,4,2.0,CN,1690918315
553,gaspe,48.8334,-64.4819,16.95,82,75,1.54,CA,1690918315
554,mpulungu,-8.7623,31.1141,23.88,31,6,4.86,ZM,1690918316
555,santa luzia,-19.7697,-43.8514,26.19,35,0,4.12,BR,1690918316
556,aykhal,66.0,111.5,13.4,51,18,1.51,RU,1690918316
557,kencong,-8.2833,113.3667,21.69,92,92,0.52,ID,1690918316
558,tocopilla,-22.092,-70.1979,20.52,66,14,2.32,CL,1690918316
559,kotlas,61.2611,46.6556,17.96,99,100,2.32,RU,1690918316
560,frontera,26.9333,-101.45,36.85,37,1,3.13,MX,1690918317
561,ballina,-28.8667,153.5667,12.66,73,58,4.48,AU,1690918317
562,redencao,-4.2258,-38.7306,28.63,54,7,3.57,BR,1690918317
563,labrador city,52.9463,-66.9114,13.95,72,75,3.09,CA,1690918210
564,manokwari,-0.8667,134.0833,25.67,83,50,1.31,ID,1690918317
565,inhambane,-23.865,35.3833,17.99,94,75,5.14,MZ,1690918317
566,yel'nya,54.5786,33.1837,17.02,89,76,2.22,RU,1690918317
567,trudobelikovskiy,45.2686,38.1631,21.05,82,15,3.37,RU,1690918318
568,joutseno,61.118,28.5076,21.03,77,85,3.67,FI,1690918318
